laptop_ID,Company,Product,TypeName,Inches,ScreenResolution,Cpu,Ram,Memory,Memory_benchmark,Gpu,GPU_benchmark,OpSys,Weight,Price_euros,cpu_match,benchmark,single_thread,match_score
821,Samsung,Notebook 9,Ultrabook,13.3,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,22.99,Intel HD Graphics 620,3.9,Windows 10,1.42kg,2590,Intel Core i7-7500U @ 2.70GHz,3651,1950,95
824,Lenovo,Thinkpad T470s,Ultrabook,14,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,22.99,Intel HD Graphics 620,3.9,Windows 10,1.5kg,973,Intel Core i5-7200U @ 2.50GHz,3414,1782,95
835,Asus,ZenBook Flip,2 in 1 Convertible,13.3,Touchscreen / Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,22.99,Intel HD Graphics 620,3.9,Windows 10,1.38kg,1749,Intel Core i7-7500U @ 2.70GHz,3651,1950,95
843,Lenovo,ThinkPad T470s,Notebook,14,IPS Panel Full HD 1920x1080,Intel Core i5 7300U 2.6GHz,8GB,256GB SSD,22.99,Intel HD Graphics 620,3.9,Windows 10,2.1kg,621.45,Intel Core i5-7200U @ 2.50GHz,3414,1782,95
858,HP,EliteBook x360,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,22.99,Intel HD Graphics 620,3.9,Windows 10,2.18kg,795,Intel Core i5-7200U @ 2.50GHz,3414,1782,95
868,HP,EliteBook x360,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i7 7600U 2.8GHz,8GB,256GB SSD,22.99,Intel HD Graphics 620,3.9,Linux,1.98kg,726,Intel Core i5-7200U @ 2.50GHz,3414,1782,95
878,Lenovo,ThinkPad Yoga,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,22.99,Intel HD Graphics 620,3.9,Windows 10,1.93kg,1426.66,Intel Core i5-7300U @ 2.60GHz,3738,1963,95
879,Acer,TMX349-G2-M-50FS (i5-7200U/8GB/256GB/FHD/W10),Notebook,14,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,22.99,Intel HD Graphics 620,3.9,Windows 10,1.9kg,1179,Intel Core i5-7300U @ 2.60GHz,3738,1963,95
883,Toshiba,Tecra A50-D-11D,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,22.99,Intel HD Graphics 620,3.9,Windows 10,1.58kg,836.6,Intel Core i5-7200U @ 2.50GHz,3414,1782,95
886,Dell,Latitude 7280,Ultrabook,12.5,Full HD 1920x1080,Intel Core i7 7600U 2.8GHz,8GB,256GB SSD,22.99,Intel HD Graphics 620,3.9,Windows 10,1.32kg,1499,Intel Core i5-7200U @ 2.50GHz,3414,1782,95
890,HP,ProBook 450,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4GB,256GB SSD,22.99,Intel HD Graphics 620,3.9,No OS,1.9kg,489.9,Intel Core i5-7200U @ 2.50GHz,3414,1782,95
891,HP,EliteBook x360,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,4GB,256GB SSD,22.99,Intel HD Graphics 620,3.9,Windows 10,1.71kg,649,Intel Core i3-7100U @ 2.40GHz,2715,1392,95
896,HP,EliteBook x360,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,4GB,256GB SSD,22.99,Intel HD Graphics 620,3.9,Windows 10,2.25kg,649,Intel Core i5-7200U @ 2.50GHz,3414,1782,95
902,HP,Envy x360,2 in 1 Convertible,13.3,Quad HD+ / Touchscreen 3200x1800,Intel Core i7 7500U 2.7GHz,16GB,256GB SSD,22.99,Intel HD Graphics 620,3.9,Windows 10,2.4kg,559,Intel Core i5-7200U @ 2.50GHz,3414,1782,95
903,Samsung,Notebook 9,Ultrabook,15,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,22.99,Intel HD Graphics 620,3.9,Windows 10,1.44kg,960,Intel Core i5-7200U @ 2.50GHz,3414,1782,95
904,Lenovo,ThinkPad T470s,Ultrabook,14,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,22.99,Intel HD Graphics 620,3.9,Windows 10,1.85kg,779,Intel Core i7-7500U @ 2.70GHz,3651,1950,95
906,Toshiba,Portege X30-D-10V,Notebook,13.3,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,22.99,Intel HD Graphics 620,3.9,Windows 10,1.25kg,1535,Intel Core i5-7200U @ 2.50GHz,3414,1782,95
923,Dell,Latitude 5480,Notebook,14,Full HD 1920x1080,Intel Core i5 7440HQ 2.8GHz,8GB,256GB SSD,22.99,Intel HD Graphics 620,3.9,Windows 10,1.7kg,999,Intel Core i5-7200U @ 2.50GHz,3414,1782,95
930,HP,Probook 430,Notebook,13.3,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,22.99,Intel HD Graphics 620,3.9,Windows 10,0.81kg,1649,Intel Core i7-7500U @ 2.70GHz,3651,1950,95
936,HP,Envy 13-AB077cl,Ultrabook,13.3,Quad HD+ / Touchscreen 3200x1800,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,22.99,Intel HD Graphics 620,3.9,Windows 10,1.6kg,1126.71,Intel Core i5-7200U @ 2.50GHz,3414,1782,95
940,Lenovo,Thinkpad X270,Ultrabook,12.5,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,22.99,Intel HD Graphics 620,3.9,Windows 10,2.37kg,849.9,Intel Core i7-7500U @ 2.70GHz,3651,1950,95
952,Dell,Latitude 7480,Ultrabook,14,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,22.99,Intel HD Graphics 620,3.9,Windows 10,2.1kg,599,Intel Core i5-7200U @ 2.50GHz,3414,1782,95
965,Dell,Latitude 7480,Ultrabook,14,Full HD 1920x1080,Intel Core i7 7600U 2.8GHz,8GB,256GB SSD,22.99,Intel HD Graphics 620,3.9,Windows 10,1.18kg,1859,Intel Core i7-7600U @ 2.80GHz,3658,1984,95
975,Lenovo,ThinkPad X270,Ultrabook,12.5,IPS Panel Full HD 1920x1080,Intel Core i5 7300U 2.6GHz,8GB,256GB SSD,22.99,Intel HD Graphics 620,3.9,Windows 10,1.2kg,1129,Intel Core i5-7200U @ 2.50GHz,3414,1782,95
1008,Dell,Inspiron 5378,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,22.99,Intel HD Graphics 620,3.9,Windows 10,1.31kg,1599,Intel Core i7-7500U @ 2.70GHz,3651,1950,95
1009,Asus,ZenBook UX310UA-FB485T,Notebook,13.3,Quad HD+ 3200x1800,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,22.99,Intel HD Graphics 620,3.9,Windows 10,1.8kg,636,Intel Core i3-7100U @ 2.40GHz,2715,1392,95
1010,HP,Spectre 13-V111dx,Ultrabook,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,22.99,Intel HD Graphics 620,3.9,Windows 10,1.7kg,2299,Intel Core i7-7500U @ 2.70GHz,3651,1950,95
1015,HP,ENVY -,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,22.99,Intel HD Graphics 620,3.9,Windows 10,1.37kg,1970,Intel Core i7-7500U @ 2.70GHz,3651,1950,95
1020,HP,ProBook 640,Notebook,14,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4GB,256GB SSD,22.99,Intel HD Graphics 620,3.9,Windows 10,1.42kg,2330,Intel Core i5-7200U @ 2.50GHz,3414,1782,95
1026,HP,Elitebook 840,Notebook,14,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4GB,256GB SSD,22.99,Intel HD Graphics 620,3.9,Windows 10,1.95kg,810,Intel Core i5-7200U @ 2.50GHz,3414,1782,95
1030,HP,ProBook 450,Notebook,15.6,1366x768,Intel Core i3 7100U 2.4GHz,4GB,256GB SSD,22.99,Intel HD Graphics 620,3.9,Windows 10,1.38kg,1349,Intel Core i7-7500U @ 2.70GHz,3651,1950,95
1036,HP,Spectre 13-V100nv,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,22.99,Intel HD Graphics 620,3.9,Windows 10,2.37kg,1099,Intel Core i5-7200U @ 2.50GHz,3414,1782,95
1039,HP,Elitebook 820,Ultrabook,12.5,1366x768,Intel Core i5 7200U 2.5GHz,4GB,256GB SSD,22.99,Intel HD Graphics 620,3.9,Windows 10,1.29kg,1499,Intel Core i5-7200U @ 2.50GHz,3414,1782,95
1042,Dell,XPS 13,Ultrabook,13.3,Quad HD+ / Touchscreen 3200x1800,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,22.99,Intel HD Graphics 620,3.9,Windows 10,1.26kg,1389,Intel Core i5-7300U @ 2.60GHz,3738,1963,95
1044,HP,ProBook 440,Notebook,14,1366x768,Intel Core i5 7200U 2.5GHz,4GB,256GB SSD,22.99,Intel HD Graphics 620,3.9,Windows 10,0.81kg,1499,Intel Core i5-7200U @ 2.50GHz,3414,1782,95
1053,HP,ProBook 440,Notebook,14,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,22.99,Intel HD Graphics 620,3.9,Windows 10,1.32kg,1859,Intel Core i7-7500U @ 2.70GHz,3651,1950,95
1066,Dell,Inspiron 5578,2 in 1 Convertible,15.6,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.7GHz,8GB,256GB SSD,22.99,Intel HD Graphics 620,3.9,Windows 10,1.29kg,1799,Intel Core i7-7500U @ 2.70GHz,3651,1950,91
1067,HP,ProBook 450,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,4GB,256GB SSD,22.99,Intel HD Graphics 620,3.9,Windows 10,1.25kg,1090,Intel Core i5-7200U @ 2.50GHz,3414,1782,95
1072,Dell,Inspiron 7378,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,12GB,256GB SSD,22.99,Intel HD Graphics 620,3.9,Windows 10,1.13kg,2499,Intel Core i7-7500U @ 2.70GHz,3651,1950,95
1074,HP,ProBook 450,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,22.99,Intel HD Graphics 620,3.9,Windows 10,1.13kg,1875,Intel Core i5-7200U @ 2.50GHz,3414,1782,95
1080,Dell,XPS 13,Ultrabook,13.3,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,22.99,Intel HD Graphics 620,3.9,Windows 10,1.1kg,1358,Intel Core i5-7200U @ 2.50GHz,3414,1782,95
1088,HP,ProBook 430,Notebook,13.3,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,22.99,Intel HD Graphics 620,3.9,Windows 10,1.5kg,619,Intel Core i3-7100U @ 2.40GHz,2715,1392,95
1099,Dell,Vostro 3568,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,22.99,Intel HD Graphics 620,3.9,Windows 10,1.32kg,1650,Intel Core i5-7300U @ 2.60GHz,3738,1963,95
1148,HP,250 G6,Ultrabook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,22.99,Intel HD Graphics 620,3.9,Windows 10,2.0kg,669,Intel Core i3-7100U @ 2.40GHz,2715,1392,95
1184,Lenovo,ThinkPad T570,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,22.99,Intel HD Graphics 620,3.9,Windows 10,2.3kg,590,Intel Core i5-7200U @ 2.50GHz,3414,1782,95
1193,Asus,UX410UA-GV097T (i3-7100U/4GB/256GB/FHD/W10),Notebook,14,Full HD 1920x1080,Intel Core i3 7100U 2.4GHz,4GB,256GB SSD,22.99,Intel HD Graphics 620,3.9,Windows 10,2.18kg,713.99,Intel Core i5-7200U @ 2.50GHz,3414,1782,95
1212,Dell,Inspiron 7378,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,22.99,Intel HD Graphics 620,3.9,Windows 10,1.28kg,2277,Intel Core i5-7200U @ 2.50GHz,3414,1782,95
1224,HP,15-bs025nv (i5-7200U/8GB/256GB/W10),Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,22.99,Intel HD Graphics 620,3.9,Windows 10,1.9kg,945,Intel Core i5-7200U @ 2.50GHz,3414,1782,95
1231,Dell,Inspiron 7579,2 in 1 Convertible,15.6,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,22.99,Intel HD Graphics 620,3.9,Windows 10,1.28kg,2559,Intel Core i7-7600U @ 2.80GHz,3658,1984,95
1244,Dell,XPS 13,Ultrabook,13.3,Quad HD+ / Touchscreen 3200x1800,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,22.99,Intel HD Graphics 620,3.9,Windows 10,2.3kg,850.66,Intel Core i5-7200U @ 2.50GHz,3414,1782,95
1266,Lenovo,V510-15IKB (i5-7200U/8GB/256GB/FHD/No,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,22.99,Intel HD Graphics 620,3.9,Windows 10,1.05kg,1285,Intel Core i5-7200U @ 2.50GHz,3414,1782,95
291,Lenovo,Thinkpad T570,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,22.99,Intel HD Graphics 620,3.9,Windows 10,1.05kg,1285,Intel Core i5-7200U @ 2.50GHz,3414,1782,95
429,HP,ProBook 650,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7820HQ 2.9GHz,8GB,256GB SSD,22.99,Intel HD Graphics 620,3.9,Windows 10,1.37kg,1950,Intel Core i7-7500U @ 2.70GHz,3651,1950,95
604,Lenovo,Thinkpad T470p,Notebook,14,IPS Panel Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8GB,256GB SSD,22.99,Intel HD Graphics 620,3.9,Windows 10,1.56kg,902,Intel Core i5-7200U @ 2.50GHz,3414,1782,95
615,Lenovo,Yoga 720-15IKB,2 in 1 Convertible,15.6,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,256GB SSD,22.99,Intel HD Graphics 620,3.9,Windows 10,2.38kg,1055,Intel Core i5-7200U @ 2.50GHz,3414,1782,95
46,Apple,MacBook Pro,Ultrabook,13.3,IPS Panel Retina Display 2560x1600,Intel Core i5 2.0GHz,8GB,256GB SSD,22.99,Intel HD Graphics 620,3.9,Windows 10,2.0kg,1388,Intel Core i7-7500U @ 2.70GHz,3651,1950,95
16,Apple,MacBook Pro,Ultrabook,13.3,IPS Panel Retina Display 2560x1600,Intel Core i5 2.3GHz,8GB,256GB SSD,22.99,Intel HD Graphics 620,3.9,Windows 10,1.44kg,735,Intel Core i3-7100U @ 2.40GHz,2715,1392,95
114,Dell,XPS 13,Ultrabook,13.3,Quad HD+ / Touchscreen 3200x1800,Intel Core i7 7560U 2.4GHz,8GB,256GB SSD,22.99,Intel HD Graphics 620,3.9,Windows 10,1.6kg,1690,Intel Core i7-7600U @ 2.80GHz,3658,1984,95
465,Microsoft,Surface Laptop,Ultrabook,13.5,Touchscreen 2256x1504,Intel Core i7 7660U 2.5GHz,8GB,256GB SSD,22.99,Intel HD Graphics 620,3.9,Windows 10,2.04kg,839,Intel Core i5-7200U @ 2.50GHz,3414,1782,95
678,Microsoft,Surface Laptop,Ultrabook,13.5,Touchscreen 2256x1504,Intel Core i7 7600U 2.8GHz,8GB,256GB SSD,22.99,Intel HD Graphics 620,3.9,Windows 10,1.28kg,1700,Intel Core i5-7200U @ 2.50GHz,3414,1782,95
1130,Dell,XPS 13,Ultrabook,13.3,Full HD 1920x1080,Intel Core i7 7560U 2.4GHz,8GB,256GB SSD,22.99,Intel HD Graphics 620,3.9,Windows 10,2.3kg,684.8,Intel Core i5-7200U @ 2.50GHz,3414,1782,95
5,Apple,MacBook Pro,Ultrabook,13.3,IPS Panel Retina Display 2560x1600,Intel Core i5 3.1GHz,8GB,256GB SSD,22.99,Intel HD Graphics 620,3.9,Windows 10,1.28kg,1799,Intel Core i5-7200U @ 2.50GHz,3414,1782,95
10,Acer,Swift 3,Ultrabook,14,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,22.99,Intel HD Graphics 620,3.9,Windows 10,1.95kg,1265,Intel Core i5-7200U @ 2.50GHz,3414,1782,95
24,Dell,Inspiron 5379,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,22.99,Intel HD Graphics 620,3.9,Windows 10,1.42kg,1399,Intel Core i7-7500U @ 2.70GHz,3651,1950,95
44,Acer,Aspire A515-51G,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,4GB,256GB SSD,22.99,Intel HD Graphics 620,3.9,Windows 10,1.17kg,1699,Intel Core i7-7500U @ 2.70GHz,3651,1950,95
62,Dell,Vostro 5471,Ultrabook,14,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,22.99,Intel HD Graphics 620,3.9,Windows 10,1.32kg,1799,Intel Core i5-7200U @ 2.50GHz,3414,1782,95
64,Asus,UX410UA-GV350T (i5-8250U/8GB/256GB/FHD/W10),Notebook,14,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,22.99,Intel HD Graphics 620,3.9,Windows 10,1.05kg,1475,Intel Core i5-7200U @ 2.50GHz,3414,1782,95
82,Dell,Latitude 5590,Ultrabook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,22.99,Intel HD Graphics 620,3.9,Windows 10,1.9kg,935,Intel Core i5-7300U @ 2.60GHz,3738,1963,95
91,Dell,XPS 13,Ultrabook,13.3,IPS Panel Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,256GB SSD,22.99,Intel HD Graphics 620,3.9,Windows 10,1.13kg,2049,Intel Core i7-7500U @ 2.70GHz,3651,1950,95
97,Acer,Spin 5,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,22.99,Intel HD Graphics 620,3.9,Windows 10,1.95kg,1962.99,Intel Core i5-7200U @ 2.50GHz,3414,1782,95
117,Dell,XPS 13,Ultrabook,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,22.99,Intel HD Graphics 620,3.9,Windows 10,1.08kg,2099,Intel Core i7-7500U @ 2.70GHz,3651,1950,95
118,HP,Spectre x360,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,22.99,Intel HD Graphics 620,3.9,Windows 10,1.26kg,1483,Intel Core i7-7500U @ 2.70GHz,3651,1950,95
132,HP,ProBook 470,Notebook,17.3,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,22.99,Intel HD Graphics 620,3.9,Windows 10,0.98kg,1899,Intel Core i7-7500U @ 2.70GHz,3651,1950,95
135,Acer,Swift 3,Ultrabook,14,IPS Panel Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,256GB SSD,22.99,Intel HD Graphics 620,3.9,Windows 10,1.6kg,1205,Intel Core i5-7440HQ @ 2.80GHz,5513,2017,95
138,HP,Probook 440,Notebook,14,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,256GB SSD,22.99,Intel HD Graphics 620,3.9,Windows 10,2.4kg,499,Intel Core i3-7100U @ 2.40GHz,2715,1392,95
148,Asus,ZenBook UX430UA,Ultrabook,14,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,256GB SSD,22.99,Intel HD Graphics 620,3.9,Windows 10,1.44kg,881,Intel Core i5-7200U @ 2.50GHz,3414,1782,95
161,Dell,Inspiron 5579,2 in 1 Convertible,15.6,Full HD / Touchscreen 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,256GB SSD,22.99,Intel HD Graphics 620,3.9,Windows 10,1.49kg,960,Intel Core i5-7200U @ 2.50GHz,3414,1782,95
183,HP,Spectre x360,2 in 1 Convertible,13.3,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,22.99,Intel HD Graphics 620,3.9,Windows 10,1.39kg,1149,Intel Core i7-7500U @ 2.70GHz,3651,1950,95
185,Dell,XPS 13,Ultrabook,13.3,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,22.99,Intel HD Graphics 620,3.9,Windows 10,1.37kg,1825,Intel Core i5-7200U @ 2.50GHz,3414,1782,95
211,Dell,XPS 13,Ultrabook,13.3,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 8550U 1.8GHz,8GB,256GB SSD,22.99,Intel HD Graphics 620,3.9,Windows 10,1.36kg,1650,Intel Core i7-7500U @ 2.70GHz,3651,1950,95
212,Dell,XPS 13,Ultrabook,13.3,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,256GB SSD,22.99,Intel HD Graphics 620,3.9,Windows 10,2.18kg,708.06,Intel Core i5-7200U @ 2.50GHz,3414,1782,95
223,Dell,Latitude 5490,Ultrabook,14,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,22.99,Intel HD Graphics 620,3.9,Windows 10,1.36kg,1639,Intel Core i5-7200U @ 2.50GHz,3414,1782,95
226,Lenovo,Yoga 520-14IKB,2 in 1 Convertible,14,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,22.99,Intel HD Graphics 620,3.9,Windows 10,2.23kg,619,Intel Core i5-7200U @ 2.50GHz,3414,1782,95
260,Dell,Vostro 5370,Ultrabook,13.3,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,22.99,Intel HD Graphics 620,3.9,Windows 10,1.36kg,1775,Intel Core i7-7600U @ 2.80GHz,3658,1984,95
270,Dell,Inspiron 5579,2 in 1 Convertible,15.6,Full HD / Touchscreen 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,22.99,Intel HD Graphics 620,3.9,Windows 10,1.36kg,1760,Intel Core i5-7300U @ 2.60GHz,3738,1963,95
274,Lenovo,V330-15IKB (i7-8550U/8GB/256GB/FHD/W10),Notebook,15.6,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,256GB SSD,22.99,Intel HD Graphics 620,3.9,Windows 10,1.1kg,1790,Intel Core i7-7500U @ 2.70GHz,3651,1950,95
299,Lenovo,V330-15IKB (i5-8250U/8GB/256GB/FHD/W10),Notebook,15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,22.99,Intel HD Graphics 620,3.9,Windows 10,1.9kg,825,Intel Core i5-7200U @ 2.50GHz,3414,1782,95
350,Dell,XPS 13,Ultrabook,13.3,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,256GB SSD,22.99,Intel HD Graphics 620,3.9,Windows 10,2.04kg,685,Intel Core i3-7100U @ 2.40GHz,2715,1392,95
380,Dell,Inspiron 5379,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,256GB SSD,22.99,Intel HD Graphics 620,3.9,Windows 10,2.04kg,579,Intel Core i7-7500U @ 2.70GHz,3651,1950,95
480,Dell,Latitude 7390,Ultrabook,13.3,Full HD / Touchscreen 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,22.99,Intel HD Graphics 620,3.9,Windows 10,2.19kg,1299,Intel Core i7-7500U @ 2.70GHz,3651,1950,95
492,Lenovo,ThinkPad E480,Notebook,14,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,22.99,Intel HD Graphics 620,3.9,Windows 10,2.04kg,806,Intel Core i5-7200U @ 2.50GHz,3414,1782,95
503,Lenovo,Ideapad 520-15IKBR,Notebook,15.6,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,256GB SSD,22.99,Intel HD Graphics 620,3.9,Windows 10,1.68kg,889,Intel Core i5-7200U @ 2.50GHz,3414,1782,95
509,Lenovo,Yoga 920-13IKB,2 in 1 Convertible,13.9,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,22.99,Intel HD Graphics 620,3.9,Windows 10,1.4kg,1150,Intel Core i5-7200U @ 2.50GHz,3414,1782,95
547,Dell,XPS 13,Ultrabook,13.3,Quad HD+ / Touchscreen 3200x1800,Intel Core i7 8550U 1.8GHz,8GB,256GB SSD,22.99,Intel HD Graphics 620,3.9,Windows 10,1.11kg,1349,Intel Core i7-7500U @ 2.70GHz,3651,1950,95
640,Lenovo,V330-15IKB (i5-8250U/4GB/256GB/FHD/W10),Notebook,15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,4GB,256GB SSD,22.99,Intel HD Graphics 620,3.9,Windows 10,1.48kg,2089,Intel Core i7-7500U @ 2.70GHz,3651,1950,95
644,Dell,XPS 13,Ultrabook,13.3,Quad HD+ / Touchscreen 3200x1800,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,22.99,Intel HD Graphics 620,3.9,Windows 10,1.34kg,1189,Intel Core i5-7200U @ 2.50GHz,3414,1782,95
660,Dell,XPS 13,Ultrabook,13.3,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,22.99,Intel HD Graphics 620,3.9,Windows 10,2.18kg,547,Intel Core i3-7100U @ 2.40GHz,2715,1392,95
714,Acer,Spin 5,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,22.99,Intel HD Graphics 620,3.9,Windows 10,1.64kg,779,Intel Core i5-7200U @ 2.50GHz,3414,1782,95
100,Asus,X541UV-DM1439T (i3-7100U/6GB/256GB/GeForce,Notebook,15.6,Full HD 1920x1080,Intel Core i3 7100U 2.4GHz,6GB,256GB SSD,22.99,Intel HD Graphics 620,3.9,Windows 10,1.95kg,1205,Intel Core i5-7200U @ 2.50GHz,3414,1782,95
1199,Lenovo,IdeaPad 310-15IKB,Ultrabook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,6GB,256GB SSD,22.99,Intel HD Graphics 620,3.9,Windows 10,1.64kg,684,Intel Core i3-7100U @ 2.40GHz,2715,1392,95
723,Lenovo,Thinkpad E470,Notebook,14,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,22.99,Intel HD Graphics 620,3.9,Windows 10,1.26kg,1539,Intel Core i5-7200U @ 2.50GHz,3414,1782,95
